id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5a837d9a554299123d8c213e,"Which cast member of Alice Upside Down also stars in the ABC Family/Freeform drama ""Switched at Birth?""",Lucas Stephen Grabeel,"Alice Upside Down: It was starring Alyson Stoner, Lucas Grabeel, Bridgit Mendler, Luke Perry, Penny Marshall and Ashley Eckstein. Lucas Grabeel: Lucas Stephen Grabeel ( ; born November 23, 1984) is an American actor, director, producer, singer and songwriter.","He played Toby Kennish in the ABC Family/Freeform drama ""Switched at Birth"".",Lucas Grabeel,"Out of Alyson Stoner, Lucas Grabeel, Bridgit Mendler, Luke Perry, Penny Marshall and Ashley Eckstein, who also starred in ""Switched at Birth""?"
5a81ebee554299676cceb16d,What kind of movie directed by F. Javier gutierrez did an Italian model and actress star in?,American supernatural psychological horror film,"Matilda Lutz: Matilda Anna Ingrid Lutz (born January 28, 1991) is an Italian model and actress.","Rings is a 2017 American supernatural psychological horror film directed by F. Javier Gutiérrez, written by David Loucka, Jacob Aaron Estes and Akiva Goldsman and starring Matilda Lutz, Alex Roe, Johnny Galecki, Aimee Teegarden, Bonnie Morgan and Vincent D'Onofrio.",Rings (2017 film),What movie did F. Javier Gutierrez direct starring Matilda Lutz?
5ab48c325542996a3a969f93,In which county is the English king Harold Godwinson buried?,Essex,"Waltham Abbey Church: The Abbey Church of Waltham Holy Cross and St Lawrence is the parish church of the town of Waltham Abbey, Essex, England.","Edith Walks is a 2017 documentary film directed by Andrew Kötting which imagines a journey by Edith the Fair, wife of English king Harold Godwinson, from Waltham Abbey where he is buried to near the site of the Battle of Hastings and the invasion of England by William the Conqueror in 1066.",Edith Walks,In which county is the English king Harold Godwinson buried?
5a8488f45542992a431d1a47,"Who wrote The Devils, and was an eninent English theater, opera and film director?",Peter Hall,"The Devils (play): The Devils is a play, commissioned by Sir Peter Hall for the Royal Shakespeare Company and written by British dramatist John Whiting, based on Aldous Huxley's book, ""The Devils of Loudun"".","Sir Peter Reginald Frederick Hall CBE (22 November 1930 11 September 2017) was an eminent English theatre, opera and film director whose obituary in ""The Times"" declared him ""the most important figure in British theatre for half a century"" and on his death a Royal National Theatre statement declared that Hall’s ""influence on the artistic life of Britain in the 20th century was unparalleled"".",Peter Hall (director),"Was Sir Peter Hall an eminent English theater, opera, and film director?"
5abe689a55429976d4830b16,Which Grand Slam singles tournament have Francesca Schiavone and Olga Morozova both been finalists in?,French Open,"Francesca Schiavone: She won the 2010 French Open singles title, becoming the first Italian woman to win a Grand Slam event in singles. Olga Morozova: She was the runner up in singles at the 1974 French Open and 1974 Wimbledon Championships.",She was also runner-up at the 2011 French Open.,Francesca Schiavone,Which Grand Slam singles tournament was Francesca Schiavone a finalist in?
5a7a014a5542996c55b2dccf,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck,"Ernst Heinrich Lindemann: Ernst Heinrich Lindemann (25 January 1833 in Kirchlengern – 8 May 1900 in Düsseldorf) was German politician and mayor of Essen, Dortmund and Düsseldorf.","Bismarck was the first of two ""Bismarck""-class battleship s built for Nazi Germany's ""Kriegsmarine"".",German battleship Bismarck,Which battleship was Ernst Lindermann commander of?
5a895d305542993b751ca931,"Which football team does Lewis Young's older brother, Ashley Young, play for?",Premier League club Manchester United and the England national team,Ashley Young: Ashley Simon Young (born 9 July 1985) is an English professional footballer who plays as a winger for Premier League club Manchester United and the England national team.,He is the younger brother of Manchester United footballer Ashley Young.,Lewis Young,Can you tell me more about Ashley Young?
5a85c3a15542992a431d1b97,Snowdrop is a proprietary game engine first revealed with an online-only action role-playing video game developed by who?,Massive Entertainment,"Snowdrop (game engine): Snowdrop is a proprietary game engine created by Ubisoft for use on Microsoft Windows, Nintendo Switch, PlayStation 4, and Xbox One. It was first revealed at E3 2013 with ""Tom Clancy's The Division"", the first game using the engine.","Tom Clancy's The Division is an online-only action role-playing video game developed by Massive Entertainment and published by Ubisoft, with assistance from Red Storm Entertainment, for Microsoft Windows, PlayStation 4 and Xbox One.",Tom Clancy's The Division,Who developed Tom Clancy's The Division?
5ae32b6755429928c4239644,Wendy Ayche was featured in 2016 in an annual production created by Youtube and what other organization?,Portal A Interactive,YouTube Rewind: YouTube Rewind is a video series produced and created by YouTube and Portal A Interactive.,Ayche was featured in the annual YouTube Rewind in 2016 and was also singled out by Google as one of the top beauty creators in the Asia region.,Wengie,Wengie
5a8d02cc554299441c6b9fb6,"John MacGregor, Baron MacGregor of Pulham Market was educated at the University of St Andrews and another university established by what monach?",King George IV,"King's College London: King's was established in 1829 by King George IV and the Duke of Wellington, when it received its first royal charter (as a college), and claims to be the fourth oldest university in England.","He was educated at Merchiston Castle School, then at the University of St Andrews (MA economics and history, 1959) and at King's College London (LLB, 1962).","John MacGregor, Baron MacGregor of Pulham Market",
5a78daf855429970f5fffdae,"Which game was released first, Icehouse pieces or Kill Doctor Lucky?",Icehouse pieces,"Icehouse pieces: Icehouse pieces, or Icehouse Pyramids, Treehouse pieces, Treehouse Pyramids and officially Looney Pyramids, are nestable and stackable pyramid-shaped gaming pieces and a game system. The game system was invented by Andrew Looney and John Cooper in 1987, originally for use in the game of Icehouse.","In 1998, ""Kill Doctor Lucky"" won the Origins Award for ""Best Abstract Board Game of 1997"".",Kill Doctor Lucky,
5adc094a55429947ff1738c0,American Blues included the drummer from which American rock band?,ZZ Top,"American Blues: They are most notable for including two future members of the band ZZ Top in their ranks, Dusty Hill and Frank Beard.","Frank Lee Beard (born June 11, 1949) is the drummer in the American rock band ZZ Top.",Frank Beard (musician),
5ae77c245542997b22f6a795,"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in what year?",1977,"Farooq Sheikh: Farooq Sheikh (25 March 1948 − 27 December 2013) was an Indian actor, philanthropist and a popular television presenter. Mera Damad: It starred Utpal Dutt (in his final film appearance), Ashok Kumar, Farooq Sheikh, Zarina Wahab, Rakesh Bedi, Prema Narayan, and Jankidas in lead roles.",He was best known for his work in Hindi films from 1977 to 1989 and for his work in television between 1988 and 2002.,Farooq Sheikh,
5a88f9555542995153361214,The Jeep Cherokee was originally sold as a variant of a Jeep model produced during what years?,1963 to 1991,"Jeep Wagoneer (SJ): The Jeep Wagoneer is the first luxury 4x4, sold and produced for Jeep through numerous marques from 1963 to 1991.","Originally sold as a variant of the popular Jeep Wagoneer, the Cherokee has evolved from a full-size SUV to one of the first compact SUVs and eventually into its current incarnation as a crossover SUV.",Jeep Cherokee,
5a874ce15542996432c57256,Where was the person born who was recognized by MIAL and is an American soprano?,"Laurel, Mississippi","Leontyne Price: Born and raised in Laurel, Mississippi, she rose to international acclaim in the 1950s and 1960s, and was one of the first African Americans to become a leading artist at the Metropolitan Opera.","Past winners have included Walker Percy, Ellen Douglas, Ellen Gilchrist, Richard Ford, Larry Brown, Rick Bass, Lewis Nordan, Beverly Lowry, Donna Tartt, Clifton Taulbert, Barry Hannah, Willie Morris, Leontyne Price, Cynthia Shearer, Stephen Ambrose, Steve Yarbrough, Tom Franklin, Brad Watson, Shelby Foote, Natasha Trethewey, Birney Imes, Maude Schyler Clay, William Grant Still, Morgan Freeman, Christopher Maurer, Wyatt Waters, Logan Skelton, and many others.",Mississippi Institute of Arts and Letters,
5a7e7ed05542991319bc94c2,"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",Dime Magazine: Dime Magazine is an American basketball magazine that began circulation in 2001.,"It is one of the more popular ""skin"" magazines that arose on the ""Playboy"" magazine pattern in the 1970s.",Gallery (magazine),
5abf44025542993fe9a41def,which writer has the highest number of skill Langston Hughes or Ian McEwan,Langston Hughes,"Langston Hughes: James Mercer Langston Hughes (February 1, 1902 – May 22, 1967) was an American poet, social activist, novelist, playwright, and columnist from Joplin, Missouri.",Ian Russell McEwan (born 21 June 1948) is an English novelist and screenwriter.,Ian McEwan,
5ab531cc5542990594ba9d23,How large is the shopping mall where KGOT radio station has its studios ?,"728,000 ft²","Dimond Center: The Dimond Center is a 728,000 ft² (67,000 m²) shopping mall in Anchorage, Alaska, United States, located on the southwest corner of East Dimond Boulevard and the Old Seward Highway in south Anchorage.","The station is owned by iHeartMedia, Inc. and broadcasts (along with its sister stations) from studios in the Dimond Center.",KGOT,
5a90605d5542995651fb514d,What are the names of the members of the Detroit-based hip hop duo who has worked with Jason Gilbert?,"Royce da 5'9"" (Bad) and Eminem (Evil)","Jason Gilbert: JG has produced for artists including Eminem, Bad Meets Evil, Akon, Christina Aguilera and Taio Cruz. Bad Meets Evil: Bad Meets Evil is an American hip hop duo composed of Detroit-based rappers, Royce da 5'9"" (Bad) and Eminem (Evil).","Jason Gilbert, known by his nickname JG, is a Caymanian record producer and songwriter.",Jason Gilbert,
